Order Number,Shipper Name,Created At,Delivered At,Billing Type,Amount,Currency,Country,AWB
397061,Aramex,2024-01-21,2024-01-24,cash,12.665,USD,LB,8596265462
397062,Aramex,2024-01-21,2024-01-24,cash,20.65,USD,LB,8596265463
397063,Aramex,2024-01-21,2024-01-24,cash,12.68,USD,LB,8596265464
397064,Aramex,2024-01-21,2024-01-24,cash,17.15,USD,LB,8596265465
397065,Aramex,2024-01-21,2024-01-24,cash,11.2,USD,LB,8596265466
397066,Aramex,2024-01-21,2024-01-25,cash,12.41,USD,LB,8596265467
397067,Aramex,2024-01-21,2024-01-30,cash,6.875,USD,LB,8596265468
397068,Cosmaline,2024-01-21,2024-01-25,cash,8.8,USD,LB,8596265469
397069,Aramex,2024-01-21,2024-01-24,cash,11.1,USD,LB,8596265470
397070,Aramex,2024-01-21,2024-01-24,cash,22.47,USD,LB,8596265471
397071,Aramex,2024-01-21,2024-01-24,cash,13.84,USD,LB,8596265472
397072,Aramex,2024-01-21,2024-01-24,cybersource,11.375,USD,LB,8596265473
397073,Aramex,2024-01-21,2024-01-24,cash,5.76,USD,LB,8596265474
397074,Aramex,2024-01-21,2024-01-29,cash,8.7,USD,LB,8596265475
397075,Aramex,2024-01-21,2024-01-24,cash,12.5,USD,LB,8596265476
397076,Cosmaline,2024-01-21,2024-02-08,cash,13.25,USD,LB,8596265477
397077,Aramex,2024-01-21,2024-01-25,cash,13.315,USD,LB,8596265478
397078,Aramex,2024-01-21,2024-01-25,cash,8.4,USD,LB,8596265479
397079,Aramex,2024-01-21,2024-01-29,cash,12.95,USD,LB,8596265480
397080,Aramex,2024-01-21,2024-01-24,cash,12.7,USD,LB,8596265481
397081,Aramex,2024-01-21,2024-01-25,cash,18.14,USD,LB,8596265482
397082,Aramex,2024-01-21,2024-01-25,cash,13.225,USD,LB,8596265483
397083,Cosmaline,2024-01-21,2024-01-30,cash,26.575,USD,LB,8596265484
397084,Aramex,2024-01-21,2024-01-24,cash,9.435,USD,LB,8596265485
397085,Aramex,2024-01-21,2024-01-25,cash,4.65,USD,LB,8596265486
397086,Cosmaline,2024-01-21,2024-02-20,cash,19.23,USD,LB,8596265487
397087,Aramex,2024-01-21,2024-01-25,cash,17.04,USD,LB,8596265488
397088,Aramex,2024-01-21,2024-01-24,cash,15.8,USD,LB,8596265489
397089,Aramex,2024-01-21,2024-01-25,cash,7.475,USD,LB,8596265490
397090,Aramex,2024-01-21,2024-01-24,cash,13.2,USD,LB,8596265491
397091,Aramex,2024-01-21,2024-01-24,cash,12.92,USD,LB,8596265492
397092,Aramex,2024-01-21,2024-01-24,cash,11.525,USD,LB,8596265493
397093,Aramex,2024-01-21,2024-01-25,cash,14.35,USD,LB,8596265494
397094,Aramex,2024-01-21,2024-01-24,cash,12.875,USD,LB,8596265495
397095,Aramex,2024-01-21,2024-01-25,cash,13.5,USD,LB,8596265496
397096,Aramex,2024-01-21,2024-01-24,cash,14.625,USD,LB,8596265497
397097,Aramex,2024-01-21,2024-01-30,cash,10.75,USD,LB,8596265498
397098,Aramex,2024-01-21,2024-01-24,cash,12.91,USD,LB,8596265499
397099,Cosmaline,2024-01-21,2024-02-20,cash,23.92,USD,LB,8596265500
397100,Aramex,2024-01-21,2024-01-25,cash,23.445,USD,LB,8596265501
397101,Aramex,2024-01-21,2024-01-25,cash,6.24,USD,LB,8596265502
397102,Aramex,2024-01-21,2024-01-25,cash,12.705,USD,LB,8596265503
397103,Aramex,2024-01-21,2024-01-24,cash,13.87,USD,LB,8596265504
397104,Aramex,2024-01-21,2024-01-25,cash,14.535,USD,LB,8596265505
397105,Cosmaline,2024-01-21,2024-01-25,cash,5.655,USD,LB,8596265506
397106,Cosmaline,2024-01-21,2024-02-20,cash,27.305,USD,LB,8596265507
397107,Aramex,2024-01-21,2024-01-25,cash,6.74,USD,LB,8596265508
397108,Aramex,2024-01-21,2024-01-26,cash,7.7,USD,LB,8596265509
397109,Aramex,2024-01-21,2024-01-24,cash,12.565,USD,LB,8596265510
397110,Aramex,2024-01-21,2024-01-24,cash,11.15,USD,LB,8596265511
397111,Aramex,2024-01-21,2024-01-25,cash,10.925,USD,LB,8596265512
397112,Aramex,2024-01-21,2024-01-26,cash,12.6,USD,LB,8596265513
397113,Aramex,2024-01-21,2024-01-25,cash,12.525,USD,LB,8596265514
397114,Aramex,2024-01-21,2024-01-24,cash,42.335,USD,LB,8596265515
397115,Aramex,2024-01-21,2024-01-26,cash,10.88,USD,LB,8596265516
397116,Aramex,2024-01-21,2024-01-25,cash,9.125,USD,LB,8596265517
397117,Aramex,2024-01-21,2024-01-26,cash,6.1,USD,LB,8596265518
397118,Cosmaline,2024-01-21,2024-01-26,cash,21.505,USD,LB,8596265519
397119,Aramex,2024-01-21,2024-01-26,cash,12.94,USD,LB,8596265520
397120,Aramex,2024-01-21,2024-01-25,cash,9.905,USD,LB,8596265521
397121,Aramex,2024-01-21,2024-02-01,cash,2.72,USD,LB,8596265522
397122,Aramex,2024-01-21,2024-01-24,cash,6.775,USD,LB,8596265523
397123,Aramex,2024-01-21,2024-01-24,cash,17.82,USD,LB,8596265524
397124,Aramex,2024-01-21,2024-01-29,cash,13.52,USD,LB,8596265525
397125,Aramex,2024-01-21,2024-01-25,cash,22.63,USD,LB,8596265526
397126,Aramex,2024-01-21,2024-01-29,cash,12.995,USD,LB,8596265527
397127,Cosmaline,2024-01-21,2024-02-05,cash,90.825,USD,LB,8596265528
397128,Aramex,2024-01-21,2024-01-25,cash,12.85,USD,LB,8596265529
397129,Aramex,2024-01-21,2024-01-26,cash,12.575,USD,LB,8596265530
397130,Aramex,2024-01-21,2024-01-25,cash,23.22,USD,LB,8596265531
397131,Aramex,2024-01-21,2024-01-25,cash,13.43,USD,LB,8596265532
397132,Aramex,2024-01-21,2024-01-25,cash,18.65,USD,LB,8596265533
397133,Aramex,2024-01-21,2024-01-25,cash,14.1,USD,LB,8596265534
397134,Aramex,2024-01-21,2024-01-26,cash,12.55,USD,LB,8596265535
397135,Aramex,2024-01-21,2024-01-25,cash,9.575,USD,LB,8596265536
397136,Aramex,2024-01-21,2024-01-25,cash,13.55,USD,LB,8596265537
397137,Cosmaline,2024-01-21,2024-01-30,cash,22.615,USD,LB,8596265538
397138,Cosmaline,2024-01-21,2024-02-27,cash,29.52,USD,LB,8596265539
397139,Cosmaline,2024-01-21,2024-02-20,cash,27.95,USD,LB,8596265540
397140,Aramex,2024-01-21,2024-01-25,cash,12.85,USD,LB,8596265541
397141,Aramex,2024-01-21,2024-01-25,cash,5.995,USD,LB,8596265542
397142,Aramex,2024-01-21,2024-01-26,cash,16.16,USD,LB,8596265543
397143,Aramex,2024-01-21,2024-01-25,cash,12.865,USD,LB,8596265544
397144,Cosmaline,2024-01-21,2024-02-20,cash,40.625,USD,LB,8596265545
397145,Cosmaline,2024-01-21,2024-02-20,cash,67.11,USD,LB,8596265546
397146,Aramex,2024-01-21,2024-01-25,cash,6.675,USD,LB,8596265547
397147,Aramex,2024-01-21,2024-01-29,cash,12.74,USD,LB,8596265548
397148,Aramex,2024-01-21,2024-01-25,cash,4.76,USD,LB,8596265549
397149,Cosmaline,2024-01-21,2024-02-20,cash,29.835,USD,LB,8596265550
397150,Cosmaline,2024-01-21,2024-01-30,cybersource,24.18,USD,LB,8596265551
397151,Aramex,2024-01-21,2024-01-25,cash,15.575,USD,LB,8596265552
397152,Aramex,2024-01-21,2024-01-25,cash,12.83,USD,LB,8596265553
397153,Aramex,2024-01-21,2024-01-25,cash,3.625,USD,LB,8596265554
397154,Aramex,2024-01-21,2024-01-25,cash,10.625,USD,LB,8596265555
397155,Cosmaline,2024-01-21,2024-01-25,cash,13.045,USD,LB,8596265556
397156,Aramex,2024-01-21,2024-01-25,cash,8.715,USD,LB,8596265557
397157,Aramex,2024-01-21,2024-01-25,cash,14.55,USD,LB,8596265558
397158,Aramex,2024-01-21,2024-01-26,cash,14.35,USD,LB,8596265559
397159,Aramex,2024-01-21,2024-01-29,cash,10.34,USD,LB,8596265560
397160,Aramex,2024-01-22,2024-01-25,cash,4.87,USD,LB,8596265561
397161,Aramex,2024-01-22,2024-01-26,cash,28.1,USD,LB,8596265562
397162,Aramex,2024-01-22,2024-01-24,cash,7.35,USD,LB,8596265563
397163,Aramex,2024-01-22,2024-01-25,cash,5.175,USD,LB,8596265564
397164,Aramex,2024-01-22,2024-01-30,cash,6.975,USD,LB,8596265565
397165,Cosmaline,2024-01-22,2024-01-30,cash,24.475,USD,LB,8596265566
397167,Aramex,2024-01-22,2024-01-25,cash,19.675,USD,LB,8596265568
397168,Aramex,2024-01-22,2024-01-25,cash,14.765,USD,LB,8596265569
397169,Aramex,2024-01-22,2024-01-25,cash,11.9,USD,LB,8596265570
397170,Aramex,2024-01-22,2024-01-25,cash,12.86,USD,LB,8596265571
397171,Cosmaline,2024-01-22,2024-01-30,cash,11.0,USD,LB,8596265572
397172,Aramex,2024-01-22,2024-01-25,cash,3.885,USD,LB,8596265573
397173,Aramex,2024-01-22,2024-01-27,cash,5.42,USD,LB,8596265574
397174,Cosmaline,2024-01-22,2024-01-30,cash,0.0,USD,LB,8596265575
397175,Aramex,2024-01-22,2024-01-26,cash,7.055,USD,LB,8596265576
397176,Aramex,2024-01-22,2024-01-26,cash,19.625,USD,LB,8596265577
397177,Aramex,2024-01-22,2024-01-25,cash,12.575,USD,LB,8596265578
397178,Cosmaline,2024-01-22,2024-01-30,cash,25.05,USD,LB,8596265579
397179,Aramex,2024-01-22,2024-01-25,cash,7.63,USD,LB,8596265580
397180,Aramex,2024-01-22,2024-01-26,cash,15.4,USD,LB,8596265581
397181,Aramex,2024-01-22,2024-01-26,cash,8.025,USD,LB,8596265582
397182,Aramex,2024-01-22,2024-01-25,cash,8.39,USD,LB,8596265583
397183,Aramex,2024-01-22,2024-01-25,cash,8.245,USD,LB,8596265584
397184,Aramex,2024-01-22,2024-01-25,cash,14.92,USD,LB,8596265585
397185,Cosmaline,2024-01-22,2024-01-25,cash,13.265,USD,LB,8596265586
397186,Aramex,2024-01-22,2024-01-25,cash,0.0,USD,LB,8596265587
397187,Cosmaline,2024-01-22,2024-01-29,cash,12.525,USD,LB,8596265588
397188,Cosmaline,2024-01-22,2024-02-05,cash,11.18,USD,LB,8596265589
397189,Aramex,2024-01-22,2024-01-26,cash,6.135,USD,LB,8596265590
397190,Aramex,2024-01-22,2024-01-25,cash,9.135,USD,LB,8596265591
397191,Aramex,2024-01-22,2024-01-25,cash,14.0,USD,LB,8596265592
397192,Cosmaline,2024-01-22,2024-02-20,cash,33.0,USD,LB,8596265593
397193,Aramex,2024-01-22,2024-01-30,cash,12.68,USD,LB,8596265594
397194,Aramex,2024-01-22,2024-01-25,cash,8.925,USD,LB,8596265595
397195,Aramex,2024-01-22,2024-01-26,cash,10.35,USD,LB,8596265596
397196,Aramex,2024-01-22,2024-01-27,cash,6.725,USD,LB,8596265597
397197,Aramex,2024-01-22,2024-01-25,cash,4.975,USD,LB,8596265598
397198,Aramex,2024-01-22,2024-01-26,cash,0.0,USD,LB,8596265599
397199,Aramex,2024-01-22,2024-01-25,cash,8.885,USD,LB,8596265600
397200,Aramex,2024-01-22,2024-01-25,cash,10.925,USD,LB,8596265601
397201,Aramex,2024-01-22,2024-01-25,cash,5.3,USD,LB,8596265602
397202,Aramex,2024-01-22,2024-01-29,cash,6.35,USD,LB,8596265603
397203,Aramex,2024-01-22,2024-01-25,cash,5.0,USD,LB,8596265604
397204,Aramex,2024-01-22,2024-01-29,cash,7.655,USD,LB,8596265605
397205,Aramex,2024-01-22,2024-01-25,cash,5.525,USD,LB,8596265606
397206,Cosmaline,2024-01-22,2024-02-20,cash,26.58,USD,LB,8596265607
397207,Aramex,2024-01-22,2024-01-25,cash,6.4,USD,LB,8596265608
397208,Aramex,2024-01-22,2024-01-29,cash,14.73,USD,LB,8596265609
397209,Aramex,2024-01-22,2024-01-25,cybersource,21.065,USD,LB,8596265610
397210,Aramex,2024-01-22,2024-01-25,cash,8.63,USD,LB,8596265611
397211,Aramex,2024-01-22,2024-01-26,cash,2.075,USD,LB,8596265612
397212,Aramex,2024-01-22,2024-01-29,cash,6.81,USD,LB,8596265613
397213,Aramex,2024-01-22,2024-01-25,cash,5.1,USD,LB,8596265614
397214,Aramex,2024-01-22,2024-01-27,cash,10.175,USD,LB,8596265615
397215,Aramex,2024-01-22,2024-01-25,cash,3.35,USD,LB,8596265616
397216,Aramex,2024-01-22,2024-01-26,cash,12.55,USD,LB,8596265617
397217,Aramex,2024-01-22,2024-01-26,cash,2.665,USD,LB,8596265618
397218,Aramex,2024-01-22,2024-01-25,cash,12.975,USD,LB,8596265619
397219,Aramex,2024-01-22,2024-01-25,cash,9.1,USD,LB,8596265620
397220,Aramex,2024-01-22,2024-01-25,cash,2.935,USD,LB,8596265621
397221,Aramex,2024-01-22,2024-01-25,cash,5.9,USD,LB,8596265622
397222,Aramex,2024-01-22,2024-01-29,cash,5.465,USD,LB,8596265623
397223,Aramex,2024-01-22,2024-01-26,cash,14.85,USD,LB,8596265624
397224,Cosmaline,2024-01-22,2024-02-08,cash,17.125,USD,LB,8596265625
397225,Aramex,2024-01-22,2024-01-26,cash,8.775,USD,LB,8596265626
397226,Aramex,2024-01-23,2024-01-25,cash,5.55,USD,LB,8596265627
397227,Aramex,2024-01-23,2024-01-25,cash,8.625,USD,LB,8596265628
397228,Aramex,2024-01-23,2024-01-25,cash,9.7,USD,LB,8596265629
397229,Aramex,2024-01-23,2024-01-27,cash,14.5,USD,LB,8596265630
397230,Aramex,2024-01-23,2024-01-27,cybersource,6.48,USD,LB,8596265631
397231,Aramex,2024-01-23,2024-01-25,cash,12.75,USD,LB,8596265632
397232,Cosmaline,2024-01-23,2024-02-20,cash,27.455,USD,LB,8596265633
397233,Cosmaline,2024-01-23,2024-02-05,cash,12.725,USD,LB,8596265634
397234,Aramex,2024-01-23,2024-01-25,cash,8.535,USD,LB,8596265635
397235,Aramex,2024-01-23,2024-01-25,cash,3.3,USD,LB,8596265636
397236,Aramex,2024-01-23,2024-01-25,cash,5.335,USD,LB,8596265637
397237,Aramex,2024-01-23,2024-01-25,cash,5.645,USD,LB,8596265638
397238,Cosmaline,2024-01-23,2024-01-25,cash,9.125,USD,LB,8596265639
397239,Aramex,2024-01-23,2024-01-25,cash,13.425,USD,LB,8596265640
397240,Aramex,2024-01-23,2024-01-25,cash,4.05,USD,LB,8596265641
397241,Aramex,2024-01-23,2024-01-26,cash,13.5,USD,LB,8596265642
397242,Cosmaline,2024-01-23,2024-02-20,cash,24.83,USD,LB,8596265643
397243,Aramex,2024-01-23,2024-01-25,cash,10.075,USD,LB,8596265644
397244,Aramex,2024-01-23,2024-01-25,cash,8.44,USD,LB,8596265645
397245,Aramex,2024-01-23,2024-01-25,cash,12.89,USD,LB,8596265646
397246,Aramex,2024-01-23,2024-01-25,cash,12.66,USD,LB,8596265647
397247,Cosmaline,2024-01-23,2024-02-20,cash,42.5,USD,LB,8596265648
397248,Aramex,2024-01-23,2024-01-30,cash,12.73,USD,LB,8596265649
397249,Aramex,2024-01-23,2024-01-25,cash,15.75,USD,LB,8596265650
397250,Aramex,2024-01-23,2024-01-25,cash,6.925,USD,LB,8596265651
397251,Aramex,2024-01-23,2024-01-25,cash,4.55,USD,LB,8596265652
397252,Aramex,2024-01-23,2024-01-25,cash,15.835,USD,LB,8596265653
397253,Cosmaline,2024-01-23,2024-01-30,cash,27.655,USD,LB,8596265654
397254,Aramex,2024-01-23,2024-01-29,cash,4.425,USD,LB,8596265655
397255,Aramex,2024-01-23,2024-01-25,cash,9.83,USD,LB,8596265656
397256,Aramex,2024-01-23,2024-01-25,cash,5.65,USD,LB,8596265657
397257,Aramex,2024-01-23,2024-01-25,cash,5.8,USD,LB,8596265658
397258,Aramex,2024-01-23,2024-01-26,cash,7.55,USD,LB,8596265659
397259,Aramex,2024-01-23,2024-01-26,cash,13.41,USD,LB,8596265660
397260,Aramex,2024-01-23,2024-01-26,cash,12.975,USD,LB,8596265661
397261,Aramex,2024-01-23,2024-01-25,cash,16.1,USD,LB,8596265662
397262,Aramex,2024-01-23,2024-01-31,cash,2.25,USD,LB,8596265663
397263,Aramex,2024-01-23,2024-01-25,cash,12.965,USD,LB,8596265664
397264,Aramex,2024-01-23,2024-01-25,cash,5.975,USD,LB,8596265665
397265,Aramex,2024-01-23,2024-01-25,cash,5.775,USD,LB,8596265666
397266,Aramex,2024-01-23,2024-01-25,cash,14.575,USD,LB,8596265667
397267,Aramex,2024-01-23,2024-02-01,cash,27.5,USD,LB,8596265668
397268,Aramex,2024-01-23,2024-01-26,cash,5.99,USD,LB,8596265669
397269,Aramex,2024-01-23,2024-01-26,cash,6.83,USD,LB,8596265670
397270,Cosmaline,2024-01-23,2024-01-30,cash,24.34,USD,LB,8596265671
397271,Aramex,2024-01-23,2024-01-26,cash,9.525,USD,LB,8596265672
397272,Aramex,2024-01-23,2024-01-25,cash,2.95,USD,LB,8596265673
397273,Aramex,2024-01-23,2024-01-26,cash,7.97,USD,LB,8596265674
397274,Aramex,2024-01-23,2024-01-26,cash,5.06,USD,LB,8596265675
397275,Aramex,2024-01-23,2024-01-25,cash,18.6,USD,LB,8596265676
397276,Aramex,2024-01-23,2024-01-29,cash,11.65,USD,LB,8596265677
397277,Cosmaline,2024-01-23,2024-01-30,cash,42.6,USD,LB,8596265678
397278,Aramex,2024-01-23,2024-01-29,cash,9.05,USD,LB,8596265679
397279,Aramex,2024-01-23,2024-01-29,cash,13.65,USD,LB,8596265680
397280,Aramex,2024-01-23,2024-01-26,cash,4.525,USD,LB,8596265681
397281,Cosmaline,2024-01-23,2024-01-30,cash,17.175,USD,LB,8596265682
397282,Cosmaline,2024-01-23,2024-01-30,cybersource,9.55,USD,LB,8596265683
397283,Aramex,2024-01-23,2024-01-29,cash,12.35,USD,LB,8596265684
397284,Aramex,2024-01-23,2024-01-27,cash,6.905,USD,LB,8596265685
397285,Aramex,2024-01-23,2024-01-26,cash,9.9,USD,LB,8596265686
397286,Aramex,2024-01-23,2024-01-26,cash,12.9,USD,LB,8596265687
397287,Cosmaline,2024-01-23,2024-01-29,cash,27.09,USD,LB,8596265688
397288,Aramex,2024-01-23,2024-01-26,cash,9.73,USD,LB,8596265689
397289,Aramex,2024-01-23,2024-01-25,cash,16.2,USD,LB,8596265690
397290,Aramex,2024-01-23,2024-01-29,cash,13.725,USD,LB,8596265691
397291,Cosmaline,2024-01-23,2024-01-30,cash,13.49,USD,LB,8596265692
397292,Aramex,2024-01-23,2024-01-26,cash,8.14,USD,LB,8596265693
397293,Aramex,2024-01-23,2024-01-26,cash,19.975,USD,LB,8596265694
397294,Aramex,2024-01-23,2024-01-26,cash,12.675,USD,LB,8596265695
397295,Aramex,2024-01-23,2024-01-30,cash,17.805,USD,LB,8596265696
397296,Aramex,2024-01-24,2024-01-26,cash,10.435,USD,LB,8596265697
397297,Aramex,2024-01-24,2024-01-27,cash,3.5,USD,LB,8596265698
397298,Aramex,2024-01-24,2024-01-29,cash,5.315,USD,LB,8596265699
397299,Aramex,2024-01-24,2024-01-30,cash,13.0,USD,LB,8596265700
397300,Cosmaline,2024-01-24,2024-02-20,cash,100.25,USD,LB,8596265701
397301,Aramex,2024-01-24,2024-01-25,cash,12.85,USD,LB,8596265702
397302,Cosmaline,2024-01-24,2024-01-30,cash,19.125,USD,LB,8596265703
397303,Cosmaline,2024-01-24,2024-01-30,cash,15.1,USD,LB,8596265704
397304,Aramex,2024-01-24,2024-01-29,cash,5.215,USD,LB,8596265705
397305,Aramex,2024-01-24,2024-01-29,cash,8.16,USD,LB,8596265706
397306,Aramex,2024-01-24,2024-01-26,cash,14.85,USD,LB,8596265707
397307,Aramex,2024-01-24,2024-01-26,cash,18.2,USD,LB,8596265708
397308,Aramex,2024-01-24,2024-01-26,cash,5.675,USD,LB,8596265709
397309,Aramex,2024-01-24,2024-01-29,cash,6.055,USD,LB,8596265710
397310,Aramex,2024-01-24,2024-01-26,cybersource,13.375,USD,LB,8596265711
397311,Aramex,2024-01-24,2024-01-26,cash,5.35,USD,LB,8596265712
397312,Aramex,2024-01-24,2024-01-26,cash,7.975,USD,LB,8596265713
397313,Aramex,2024-01-24,2024-01-29,cash,10.57,USD,LB,8596265714
397314,Aramex,2024-01-24,2024-01-26,cash,12.955,USD,LB,8596265715
397315,Aramex,2024-01-24,2024-01-29,cash,9.05,USD,LB,8596265716
397316,Cosmaline,2024-01-24,2024-01-30,cybersource,21.68,USD,LB,8596265717
397317,Aramex,2024-01-24,2024-01-26,cash,17.68,USD,LB,8596265718
397318,Cosmaline,2024-01-24,2024-01-30,cash,5.675,USD,LB,8596265719
397319,Aramex,2024-01-24,2024-01-26,cash,7.05,USD,LB,8596265720
397320,Aramex,2024-01-24,2024-01-26,cash,5.43,USD,LB,8596265721
397321,Aramex,2024-01-24,2024-01-26,cash,9.32,USD,LB,8596265722
397322,Aramex,2024-01-24,2024-01-29,cash,5.875,USD,LB,8596265723
397323,Aramex,2024-01-24,2024-01-29,cash,41.235,USD,LB,8596265724
397324,Aramex,2024-01-24,2024-01-29,cash,19.5,USD,LB,8596265725
397325,Aramex,2024-01-24,2024-01-29,cash,6.39,USD,LB,8596265726
397326,Aramex,2024-01-24,2024-01-27,cash,5.315,USD,LB,8596265727
397327,Aramex,2024-01-24,2024-01-30,cash,7.4,USD,LB,8596265728
397328,Aramex,2024-01-24,2024-01-26,cash,11.995,USD,LB,8596265729
397329,Aramex,2024-01-24,2024-01-26,cash,5.825,USD,LB,8596265730
397330,Aramex,2024-01-24,2024-01-26,cash,6.825,USD,LB,8596265731
397331,Aramex,2024-01-24,2024-01-30,cash,9.95,USD,LB,8596265732
397332,Cosmaline,2024-01-24,2024-02-08,cash,6.6,USD,LB,8596265733
397333,Aramex,2024-01-24,2024-01-26,cash,2.35,USD,LB,8596265734
397334,Aramex,2024-01-24,2024-01-29,cash,8.175,USD,LB,8596265735
397335,Aramex,2024-01-24,2024-01-27,cash,9.925,USD,LB,8596265736
397336,Aramex,2024-01-24,2024-01-26,cash,7.975,USD,LB,8596265737
397337,Aramex,2024-01-24,2024-01-26,cash,9.585,USD,LB,8596265738
397338,Cosmaline,2024-01-24,2024-02-20,cash,15.6,USD,LB,8596265739
397339,Aramex,2024-01-24,2024-01-31,cash,18.0,USD,LB,8596265740
397340,Aramex,2024-01-24,2024-01-26,cash,8.04,USD,LB,8596265741
397341,Aramex,2024-01-24,2024-01-26,cash,5.725,USD,LB,8596265742
397342,Aramex,2024-01-24,2024-01-26,cash,6.205,USD,LB,8596265743
397343,Aramex,2024-01-24,2024-01-26,cash,10.65,USD,LB,8596265744
397344,Aramex,2024-01-24,2024-01-26,cybersource,5.45,USD,LB,8596265745
397345,Aramex,2024-01-24,2024-01-26,cash,6.02,USD,LB,8596265746
397346,Cosmaline,2024-01-24,2024-01-30,cash,23.42,USD,LB,8596265747
397347,Aramex,2024-01-24,2024-01-29,cash,7.85,USD,LB,8596265748
397348,Cosmaline,2024-01-24,2024-01-30,cash,17.525,USD,LB,8596265749
397349,Aramex,2024-01-24,2024-01-26,cash,12.55,USD,LB,8596265750
397350,Aramex,2024-01-24,2024-01-30,cash,5.975,USD,LB,8596265751
397351,Aramex,2024-01-24,2024-01-27,cash,11.925,USD,LB,8596265752
397352,Aramex,2024-01-24,2024-01-26,cash,14.425,USD,LB,8596265753
397353,Cosmaline,2024-01-24,2024-01-31,cash,37.025,USD,LB,8596265754
397354,Aramex,2024-01-24,2024-01-27,cash,13.18,USD,LB,8596265755
397355,Aramex,2024-01-24,2024-01-26,cash,8.05,USD,LB,8596265756
397356,Cosmaline,2024-01-24,2024-01-30,cash,41.25,USD,LB,8596265757
397357,Aramex,2024-01-24,2024-01-26,cash,17.125,USD,LB,8596265758
397358,Aramex,2024-01-24,2024-01-29,cash,8.445,USD,LB,8596265759
397359,Aramex,2024-01-24,2024-01-30,cash,7.36,USD,LB,8596265760
397360,Cosmaline,2024-01-24,2024-01-30,cash,7.755,USD,LB,8596265761
397361,Aramex,2024-01-24,2024-01-26,cash,5.45,USD,LB,8596265762
397362,Aramex,2024-01-24,2024-01-29,cash,13.95,USD,LB,8596265763
397363,Aramex,2024-01-24,2024-01-26,cash,10.5,USD,LB,8596265764
397364,Aramex,2024-01-24,2024-01-26,cash,12.64,USD,LB,8596265765
397365,Aramex,2024-01-24,2024-01-27,cash,10.145,USD,LB,8596265766
397366,Aramex,2024-01-24,2024-01-26,cash,8.005,USD,LB,8596265767
397367,Aramex,2024-01-24,2024-01-26,cash,7.85,USD,LB,8596265768
397368,Aramex,2024-01-24,2024-01-26,cash,3.975,USD,LB,8596265769
397369,Aramex,2024-01-24,2024-01-26,cash,5.1,USD,LB,8596265770
397370,Aramex,2024-01-24,2024-01-26,cash,9.84,USD,LB,8596265771
397371,Aramex,2024-01-24,2024-01-26,cash,9.725,USD,LB,8596265772
397372,Aramex,2024-01-24,2024-01-26,cash,9.135,USD,LB,8596265773
397373,Aramex,2024-01-24,2024-01-27,cash,13.305,USD,LB,8596265774
397374,Aramex,2024-01-24,2024-01-26,cash,11.95,USD,LB,8596265775
397375,Aramex,2024-01-24,2024-01-26,cash,5.285,USD,LB,8596265776
397376,Aramex,2024-01-24,2024-01-26,cash,2.175,USD,LB,8596265777
397377,Aramex,2024-01-24,2024-01-26,cash,9.0,USD,LB,8596265778
397378,Aramex,2024-01-24,2024-01-26,cash,10.05,USD,LB,8596265779
397379,Cosmaline,2024-01-24,2024-01-30,cash,22.345,USD,LB,8596265780
397380,Aramex,2024-01-24,2024-01-26,cash,8.655,USD,LB,8596265781
397381,Aramex,2024-01-24,2024-01-29,cash,15.85,USD,LB,8596265782
397382,Aramex,2024-01-24,2024-01-27,cash,6.025,USD,LB,8596265783
397383,Aramex,2024-01-24,2024-01-26,cash,10.36,USD,LB,8596265784
397384,Aramex,2024-01-24,2024-01-26,cash,8.51,USD,LB,8596265785
397385,Aramex,2024-01-24,2024-01-26,cash,9.2,USD,LB,8596265786
397386,Aramex,2024-01-24,2024-01-29,cash,5.475,USD,LB,8596265787
397387,Aramex,2024-01-24,2024-01-26,cash,9.6,USD,LB,8596265788
397388,Aramex,2024-01-24,2024-01-26,cash,5.625,USD,LB,8596265789
397389,Aramex,2024-01-24,2024-01-26,cash,15.33,USD,LB,8596265790
397390,Cosmaline,2024-01-24,2024-02-20,cash,0.0,USD,LB,8596265791
397391,Aramex,2024-01-24,2024-01-26,cash,5.45,USD,LB,8596265792
397392,Aramex,2024-01-24,2024-01-26,cash,3.6,USD,LB,8596265793
397393,Aramex,2024-01-24,2024-01-31,cash,8.69,USD,LB,8596265794
397394,Cosmaline,2024-01-24,2024-02-20,cash,24.255,USD,LB,8596265795
397395,Aramex,2024-01-24,2024-01-26,cash,5.825,USD,LB,8596265796
397396,Aramex,2024-01-24,2024-01-31,cash,2.175,USD,LB,8596265797
397397,Aramex,2024-01-24,2024-01-26,cash,14.6,USD,LB,8596265798
397398,Aramex,2024-01-24,2024-01-26,cash,16.935,USD,LB,8596265799
397399,Aramex,2024-01-24,2024-01-30,cash,8.2,USD,LB,8596265800
397400,Aramex,2024-01-24,2024-01-27,cash,10.925,USD,LB,8596265801
397401,Aramex,2024-01-24,2024-01-26,cash,5.0,USD,LB,8596265802
397402,Aramex,2024-01-24,2024-01-26,cash,4.995,USD,LB,8596265803
397403,Aramex,2024-01-24,2024-01-26,cash,14.0,USD,LB,8596265804
397404,Aramex,2024-01-24,2024-01-26,cash,11.255,USD,LB,8596265805
